Ac_No,Age,Years of Experience,Number of Vehicles,Gender,Married,Losses in Thousands,Defaulter_Flag
187111,55,34,2,M,Single,475.419257,1
106297,66,47,2,M,Married,250.1021146,0
153514,27,6,2,M,Married,383.4595893,1
109370,32,11,2,F,Married,327.5293142,1
129393,48,29,2,F,Married,532.1842989,1
107345,25,6,2,M,Single,731.4462962,1
182243,68,51,2,F,Married,475.4555198,1
190143,47,27,2,M,Married,625.28844,1
174691,18,0,2,M,Single,702.236446,1
118920,19,2,2,M,Single,684.837681,1
108903,70,51,2,M,Married,153.182301,0
161586,39,20,2,F,Married,257.7862464,0
147851,27,9,2,F,Single,305.2494871,1
185601,62,43,2,M,Single,136.2646741,0
186539,23,6,2,F,Married,165.4759298,0
114256,54,34,2,F,Married,302.5911553,1
145325,61,40,2,M,Single,198.66967,0
131521,61,44,2,M,Single,230.9838027,0
165514,62,41,2,F,Single,624.0649187,1
199532,16,0,2,M,Single,644.6991757,1
197835,69,48,2,F,Married,161.6239766,0
184191,36,18,2,M,Married,406.7601439,1
183782,38,18,2,F,Single,189.9247473,0
131066,19,1,2,M,Married,664.6908227,1
151795,16,0,2,M,Single,895.8225724,1
132699,24,5,2,M,Married,189.6282815,0
185739,45,26,2,M,Married,551.2472252,1
189654,31,14,2,F,Married,637.2550518,1
178465,68,51,2,F,Married,55.03064026,0
157805,25,7,2,F,Single,282.1028252,0
197568,16,0,2,M,Married,540.9575032,1
120303,18,1,2,F,Single,486.5719053,1
116492,60,42,2,F,Married,90.34735176,0
173210,20,1,2,F,Married,119.3118833,0
176862,47,28,2,M,Single,454.691061,1
108853,44,26,2,F,Single,347.6735122,1
156319,21,3,2,M,Single,673.5593531,1
164488,23,6,2,M,Married,413.6891005,1
142508,62,41,2,F,Married,181.0643817,0
193426,64,44,2,M,Married,74.34267212,0
148785,60,41,2,F,Married,229.341363,0
103917,32,14,2,M,Married,390.9048704,1
167905,23,6,2,M,Single,747.6396837,1
184363,24,6,2,F,Single,285.9482313,0
190354,16,0,2,F,Single,1121.535836,1
102568,56,38,2,M,Single,728.9073294,1
176531,30,11,2,F,Single,291.7805945,0
113734,65,47,2,M,Single,57.96417136,0
131655,21,4,2,M,Single,1029.260813,1
142841,43,24,2,F,Single,464.751069,1
125569,26,9,2,F,Single,499.890252,1
147781,23,6,2,F,Married,101.0070034,0
123293,26,6,2,M,Single,149.3552416,0
176367,55,36,2,F,Single,393.897053,1
186755,67,47,2,M,Single,52.49891636,0
105979,16,0,2,M,Married,353.4630295,1
162548,39,21,2,F,Single,375.8618914,1
111662,35,17,2,M,Married,257.0650988,0
148979,58,37,2,M,Single,611.2208659,1
160037,31,12,2,M,Single,598.0787648,1
129182,37,17,2,F,Married,317.2435822,1
142747,54,34,2,F,Married,348.1976648,1
111879,41,24,2,M,Married,156.1142015,0
188579,44,24,2,F,Single,654.484792,1
110283,50,31,2,F,Married,226.4231869,0
158419,65,44,2,F,Single,272.9090816,0
184072,67,49,2,M,Married,114.2397792,0
149929,48,28,2,F,Single,623.6019605,1
147959,21,3,2,F,Married,299.1271076,0
174611,64,43,2,M,Single,157.256396,0
155564,65,44,2,M,Married,211.6373126,0
159583,61,42,2,M,Married,326.0285606,1
104078,59,42,2,M,Married,369.7334225,1
119868,19,0,2,M,Married,191.6044838,0
139395,70,53,2,F,Single,95.23895266,0
127144,33,12,2,F,Married,312.4806557,1
194350,42,21,2,F,Single,491.8573176,1
148617,44,25,2,F,Married,504.0314278,1
125915,25,8,2,F,Single,655.1555498,1
194579,31,10,2,F,Single,438.3801826,1
119211,34,13,2,M,Married,378.058951,1
143894,24,6,2,M,Married,376.1645156,1
102619,69,48,2,F,Single,158.2984678,0
138587,28,10,2,F,Married,306.676477,1
127778,62,43,2,M,Single,19.84465222,0
104777,61,44,2,F,Single,278.6510593,0
126348,49,32,2,F,Married,144.5372572,0
188413,50,32,2,M,Single,466.9493141,1
107033,70,49,2,M,Married,359.5786357,1
106382,64,47,2,F,Married,333.4567358,1
194310,66,45,2,M,Married,190.206769,0
100862,59,40,2,M,Married,652.1079977,1
194634,66,46,2,F,Single,391.9022651,1
146561,20,3,2,M,Single,661.1184216,1
156502,31,12,2,F,Single,695.946743,1
158902,35,14,2,F,Single,470.8810033,1
194382,31,11,2,M,Married,238.8860408,0
195610,17,0,2,M,Married,499.7639256,1
138311,23,5,2,M,Single,531.1712975,1
165834,52,33,2,M,Single,457.3598309,1
186105,23,6,2,M,Single,780.4636888,1
171018,38,21,2,F,Single,739.7080323,1
175886,61,43,2,F,Married,198.6730444,0
193055,52,35,2,M,Single,171.6202607,0
154346,69,50,2,M,Single,346.84849,1
126196,22,5,2,F,Married,446.3145823,1
153976,22,5,2,M,Married,362.70455,1
197186,36,17,2,F,Married,314.1239865,1
183176,30,11,2,F,Single,436.3091977,1
126654,52,31,2,F,Single,396.1720549,1
194923,60,40,2,F,Single,220.663507,0
188328,40,19,2,M,Married,391.901918,1
183878,50,29,2,M,Single,188.4853743,0
174819,19,2,2,M,Single,343.8728644,1
140791,19,1,2,F,Single,399.9370831,1
143639,22,3,2,F,Single,825.2313449,1
129555,57,40,2,F,Married,612.8607726,1
183120,20,3,2,M,Married,357.6863146,1
164802,53,32,2,M,Single,192.3880419,0
189048,69,50,2,M,Single,107.9637789,0
184410,66,45,2,F,Single,93.63595187,0
138646,64,44,2,M,Married,261.2635133,0
110353,45,26,2,F,Single,470.9851536,1
174602,63,43,2,M,Married,302.4183973,1
170007,28,10,2,F,Married,620.6286596,1
187678,63,42,2,M,Single,84.57802091,0
199233,30,10,2,M,Single,433.817628,1
174299,36,16,2,F,Single,308.7655925,1
132202,49,29,3,F,Single,310.4775272,1
165056,61,41,3,M,Single,287.231523,0
128255,30,12,3,F,Single,477.9730572,1
110811,21,3,3,M,Single,434.7249998,1
155208,23,6,3,F,Married,413.4068052,1
101692,67,49,3,M,Married,191.85171,0
129599,69,48,3,F,Married,145.9433377,0
117234,42,25,3,M,Single,376.5347662,1
155735,47,29,3,F,Married,335.3199272,1
115459,50,30,3,M,Single,290.9001871,0
103746,53,36,3,F,Single,238.2228723,0
173173,38,17,3,F,Married,295.9782119,0
116168,65,45,3,F,Married,46.67613691,0
149317,21,4,3,M,Married,582.6908244,1
192092,16,0,3,F,Single,308.0115413,1
153922,57,38,3,F,Married,132.8949097,0
163746,43,23,3,M,Married,172.3442437,0
144440,53,34,3,M,Single,410.8314787,1
105297,62,44,3,M,Married,367.6187397,1
175539,63,46,3,F,Married,138.959039,0
157822,17,0,3,M,Single,393.2158172,1
167898,50,29,3,F,Married,258.6340919,0
185050,19,2,3,M,Single,784.806863,1
122440,50,33,3,M,Single,423.5739827,1
126054,16,0,3,F,Married,612.6985693,1
143890,31,13,3,F,Single,311.2100189,1
189372,62,43,3,F,Married,466.7494146,1
135690,53,32,3,M,Single,500.0798791,1
140940,18,0,3,F,Married,154.4916574,0
169364,69,51,3,M,Single,133.0207591,0
137332,29,11,3,F,Married,435.6879662,1
170638,21,4,3,M,Married,631.8019488,1
105813,67,48,3,M,Married,137.6797819,0
175235,54,34,3,M,Single,409.5840825,1
104753,21,2,3,M,Single,358.0658029,1
194142,70,53,3,F,Single,83.38302321,0
143015,25,7,3,M,Married,391.6632275,1
118250,64,43,3,M,Single,296.8730702,0
192847,26,8,3,M,Single,440.6492298,1
122863,59,39,3,F,Single,479.6351699,1
185766,48,27,3,F,Single,479.3608092,1
157918,66,49,3,F,Single,218.3564541,0
128382,60,42,3,M,Single,110.973556,0
140900,66,47,3,F,Single,149.8102519,0
173165,61,43,3,F,Married,269.4229961,0
163512,44,27,3,F,Married,335.5799953,1
195155,25,6,3,M,Married,578.231489,1
159560,56,38,3,M,Married,455.6105209,1
139852,22,4,3,M,Married,497.7441376,1
165303,28,11,3,M,Single,400.6639675,1
195788,42,25,3,M,Married,349.6260907,1
185449,24,5,3,F,Single,455.0281209,1
159342,64,43,3,F,Married,184.2904129,0
138287,68,47,3,M,Single,309.9202624,1
188248,33,13,3,F,Married,435.1204689,1
108978,23,4,3,M,Single,1435.870915,1
116156,67,47,3,F,Single,115.2146289,0
118724,23,5,3,F,Single,449.3817899,1
117322,41,24,3,M,Single,415.2278726,1
180608,53,36,3,F,Married,146.8312685,0
134240,63,46,3,F,Married,178.7704606,0
106224,16,0,3,M,Married,720.0387756,1
154372,24,5,3,M,Single,951.3606455,1
180045,46,25,3,F,Single,463.0235278,1
142065,44,23,3,M,Single,402.0038533,1
119878,43,22,3,M,Married,254.2583337,0
164494,67,47,3,M,Married,306.8342585,1
122535,68,47,3,F,Married,184.7557897,0
131341,68,50,3,F,Single,219.1549893,0
185185,49,28,3,F,Married,626.3339813,1
141395,19,0,3,F,Single,636.9476958,1
179588,20,2,3,F,Married,266.7945785,0
179821,20,3,3,F,Married,587.9843954,1
113443,28,9,3,M,Single,345.0866831,1
171994,17,0,3,M,Single,989.518448,1
114164,60,40,3,F,Single,51.84614092,0
140879,19,1,3,M,Single,825.4040835,1
103181,23,4,3,F,Single,478.9629212,1
187338,19,1,3,M,Married,163.8360284,0
116743,43,24,3,M,Married,168.7395333,0
145617,36,18,3,M,Single,445.7698957,1
139916,17,0,3,M,Single,857.9576175,1
183354,62,43,3,M,Single,122.1896664,0
183876,35,18,3,M,Married,702.0178521,1
169897,39,19,3,F,Married,391.6516394,1
163146,22,5,3,F,Married,244.5733694,0
149865,56,39,3,F,Married,490.7600314,1
132984,37,19,3,F,Single,446.4184447,1
165561,18,0,3,F,Married,185.8723642,0
147209,25,7,3,F,Married,368.7636096,1
187281,21,2,3,F,Married,151.4183442,0
148777,18,1,3,F,Single,438.128881,1
155602,23,6,3,F,Single,400.6522371,1
126690,17,0,3,F,Single,256.5646766,0
122102,22,4,3,M,Single,1216.554442,1
108879,62,43,3,M,Married,191.2545419,0
146019,67,47,3,M,Married,235.4645742,0
152671,17,0,3,F,Single,294.0972002,0
141649,64,45,3,M,Married,241.2137582,0
173634,62,45,3,M,Single,119.9968984,0
196740,50,33,3,F,Married,189.5383761,0
101642,58,40,3,F,Single,259.0942332,0
133384,63,45,3,F,Single,363.134888,1
141167,35,18,3,F,Single,360.0315403,1
104310,19,0,3,M,Married,865.4965116,1
108517,43,25,3,M,Married,190.4142592,0
147285,63,42,3,F,Single,226.3008659,0
122645,61,43,3,M,Married,288.0919694,0
161876,42,24,3,M,Single,345.5479558,1
166918,60,41,3,M,Married,33.7281892,0
151708,36,18,3,M,Single,254.8772833,0
182386,39,20,3,F,Married,458.8186227,1
166782,60,41,3,M,Single,47.37650767,0
111897,17,0,3,M,Married,187.2352379,0
174771,35,18,3,F,Married,318.0362048,1
175368,66,46,3,F,Married,354.9292685,1
185775,60,41,3,M,Married,138.5991513,0
189163,67,47,3,F,Married,203.6594537,0
130082,25,7,3,M,Married,421.8518345,1
101166,30,12,3,F,Single,373.9815528,1
153721,23,5,3,M,Married,410.7954896,1
155914,28,7,3,F,Married,317.9877778,1
128538,39,18,3,F,Married,336.9570075,1
130452,22,3,3,M,Married,207.1125283,0
105170,50,30,3,F,Single,419.2766608,1
170981,20,2,3,F,Single,457.5992138,1
129570,22,4,3,M,Married,530.5909941,1
102115,42,23,3,F,Single,197.7668115,0
118220,57,38,3,F,Single,566.2735358,1
158468,69,48,3,F,Married,189.7614984,0
193809,32,11,3,F,Single,314.1710238,1
181793,50,32,3,M,Married,343.6651084,1
108396,69,48,3,F,Single,304.8243163,1
188674,26,6,3,F,Single,187.9088322,0
154480,17,0,3,M,Married,515.426578,1
127839,25,6,3,M,Single,955.6538288,1
166043,57,36,3,F,Married,312.458045,1
177624,22,3,3,M,Married,361.040788,1
167269,27,8,3,F,Married,340.095393,1
152158,33,13,3,M,Married,641.0392555,1
166153,25,8,3,F,Single,569.2702851,1
129161,63,42,3,F,Single,241.4038842,0
192841,28,10,3,F,Single,382.6058803,1
179256,47,26,3,F,Single,394.1176669,1
134215,41,20,3,F,Single,473.4078969,1
136948,24,5,3,M,Married,480.1355112,1
108988,19,0,3,F,Married,154.199217,0
161526,26,6,3,F,Single,583.1973893,1
122133,44,26,3,F,Married,499.0778914,1
172570,62,41,3,F,Married,239.0465548,0
131373,51,31,3,F,Single,686.4441136,1
177987,43,26,3,M,Married,393.0837453,1
117198,56,38,3,M,Single,431.1060154,1
150505,22,5,3,F,Single,315.5171703,1
109809,59,40,3,M,Single,329.3882844,1
109675,31,10,3,M,Married,329.2102879,1
109326,42,21,3,F,Married,322.5451135,1
159465,19,1,3,F,Married,400.6414306,1
174867,41,21,3,M,Single,464.5602035,1
171700,17,0,3,M,Married,519.0569181,1
148473,61,41,3,F,Married,86.80751319,0
171710,29,8,3,M,Single,381.0256228,1
143952,18,0,3,M,Married,638.7920458,1
121934,62,45,3,F,Married,147.9488486,0
158679,63,43,3,M,Married,98.92988566,0
110850,69,49,3,F,Single,111.0382749,0
187663,43,24,3,M,Married,195.034878,0
163043,52,34,3,M,Married,314.2609786,1
161579,68,51,3,M,Single,355.3273666,1
103339,22,5,3,M,Single,900.8594808,1
171489,37,20,3,F,Married,312.6920688,1
180050,24,7,3,M,Single,1041.064578,1
160403,70,50,3,M,Married,436.1887136,1
110692,61,40,3,F,Single,322.4749899,1
191968,49,29,3,M,Single,611.2013614,1
184764,35,14,3,F,Married,374.1665035,1
110149,36,17,3,F,Single,648.2724683,1
151646,68,48,3,F,Single,751.6554839,1
121925,50,31,3,F,Married,352.6876976,1
190055,16,0,3,F,Married,154.2308605,0
123927,59,39,3,F,Single,433.2388438,1
115732,20,3,3,F,Married,258.3707563,0
168787,64,44,3,F,Married,141.2192271,0
179760,68,47,3,M,Married,194.9321915,0
176502,70,53,3,F,Married,270.2556744,0
151614,64,46,3,M,Married,73.38371864,0
125962,16,0,3,F,Married,352.9864805,1
159582,55,34,3,F,Single,742.8816331,1
144306,57,40,3,M,Single,435.9986149,1
170464,61,42,3,F,Married,124.9121363,0
119790,46,28,3,M,Single,446.3412369,1
175646,43,22,3,M,Single,508.3812419,1
124245,32,14,3,F,Single,343.5746726,1
180777,29,10,3,F,Married,144.4621015,0
193379,70,53,3,F,Married,127.1246684,0
131453,70,50,3,M,Married,411.6984136,1
121769,68,50,3,F,Single,195.2557508,0
106686,68,51,3,M,Married,234.4712329,0
191229,47,26,3,M,Married,545.4377592,1
195034,56,36,3,M,Married,320.5961914,1
124490,53,35,3,F,Married,189.2697406,0
155322,69,48,3,M,Single,126.0497697,0
181731,57,40,3,M,Single,461.4786744,1
106650,30,11,3,M,Single,201.945056,0
133010,43,22,3,M,Married,163.9059855,0
161929,33,15,3,M,Single,776.5491355,1
105095,46,27,3,F,Single,688.0319335,1
152528,19,0,3,M,Married,473.6489793,1
137641,28,9,3,M,Married,424.8302291,1
105293,49,28,3,F,Married,643.3409511,1
159287,56,38,3,F,Single,586.9474364,1
145687,65,48,3,M,Married,292.4787908,0
167255,66,46,3,M,Single,381.3855125,1
153112,69,51,3,M,Married,33.68713333,0
155036,57,39,3,F,Married,397.3381248,1
192216,39,22,3,M,Single,439.1429781,1
168569,21,4,3,F,Single,482.7765463,1
166068,47,26,3,F,Single,257.1076017,0
128457,66,46,3,M,Single,86.74451832,0
154532,23,5,3,F,Married,207.6335866,0
174735,49,28,3,F,Married,352.3441305,1
140007,61,44,3,F,Single,102.5411698,0
155676,66,46,3,F,Single,158.835418,0
188998,25,7,3,F,Single,602.7133477,1
145906,70,49,3,F,Married,98.13246618,0
127988,50,33,3,F,Married,302.6707065,1
114098,70,51,3,F,Single,238.6651294,0
168645,34,15,3,M,Married,385.5605702,1
172850,20,2,3,F,Married,400.1357313,1
179231,60,40,3,M,Married,253.5710605,0
180704,37,17,3,F,Married,367.9607088,1
113759,25,8,3,F,Single,563.9122609,1
127948,51,32,3,M,Married,201.7821036,0
149881,24,5,3,M,Married,263.9893442,0
144509,29,12,3,M,Single,812.2876834,1
184656,63,46,3,F,Married,170.6766187,0
136691,23,4,3,M,Single,293.8245967,0
166347,18,0,3,F,Married,329.3307815,1
116061,48,30,3,M,Single,445.1047033,1
129315,63,45,3,M,Single,385.2021787,1
167836,66,47,3,F,Married,305.8034818,1
190342,31,14,3,F,Single,620.6278901,1
190839,22,3,3,F,Single,594.6229127,1
165993,27,8,3,M,Married,408.2288248,1
138164,31,14,3,F,Single,411.8840574,1
137040,47,26,3,M,Single,486.2389158,1
194952,49,32,3,F,Single,385.2239247,1
110883,16,0,3,F,Married,299.5276328,0
100604,70,50,3,F,Married,25.37564972,0
147151,64,43,3,M,Married,286.8998103,0
129504,56,35,3,F,Married,309.1169012,1
181344,63,42,3,M,Single,294.3530223,0
125152,54,33,3,F,Single,424.4244307,1
121352,38,17,3,M,Married,392.5108202,1
152623,20,1,3,F,Single,1006.304881,1
119734,38,18,3,M,Single,674.6962598,1
167557,29,9,3,M,Single,402.0454408,1
117150,51,32,3,F,Married,558.1007803,1
103809,61,41,3,F,Married,162.04085,0
110213,68,50,3,F,Single,71.49379042,0
132743,22,5,3,F,Single,308.3745452,1
119017,69,50,3,F,Single,497.8430728,1
127229,38,20,3,F,Single,396.1533774,1
118003,20,2,3,M,Married,1163.722413,1
100681,22,3,3,F,Married,310.9574139,1
160155,64,44,3,F,Married,83.60785695,0
159336,26,5,3,M,Married,355.149888,1
101552,20,3,3,M,Married,191.1613149,0
167934,33,13,3,M,Married,349.5705684,1
112199,50,31,3,M,Single,464.6077712,1
160456,65,46,3,M,Married,274.6465865,0
123062,64,47,3,M,Single,109.9055963,0
157931,40,23,3,M,Married,766.2697688,1
196315,33,16,3,F,Single,328.569826,1
168810,50,32,3,M,Married,456.8043889,1
145479,51,32,3,M,Married,335.3373837,1
170774,66,48,3,F,Married,194.4116368,0
110047,53,34,3,M,Married,361.8216276,1
164011,18,0,3,M,Single,828.2996803,1
146571,45,28,3,M,Married,324.4122407,1
141310,34,16,3,F,Married,153.9872357,0
174806,16,0,3,M,Married,581.2386757,1
104669,67,48,3,F,Single,218.3320804,0
129254,46,26,3,M,Married,330.1933101,1
195955,21,4,3,M,Married,452.1745937,1
178561,41,23,3,M,Married,369.2072341,1
121156,59,42,3,F,Married,518.0649303,1
143838,17,0,3,F,Married,419.0158481,1
199619,59,41,3,M,Married,414.0135982,1
155509,56,36,3,M,Married,388.2396037,1
129476,51,30,3,M,Married,641.8876964,1
179248,37,19,3,F,Married,296.9675239,0
106758,64,43,3,M,Single,226.8358175,0
191466,57,40,3,F,Married,544.3064563,1
141646,68,48,3,F,Single,183.1017348,0
119496,26,6,3,F,Married,346.81155,1
199860,20,3,3,M,Married,474.5805687,1
135494,19,2,3,M,Single,480.4408846,1
165079,38,20,3,F,Married,263.4229657,0
123757,22,3,3,F,Married,446.5981693,1
185977,69,51,3,F,Single,182.1959742,0
160730,35,16,3,M,Single,474.3647466,1
100873,63,46,3,F,Single,47.77115772,0
106476,67,48,3,F,Married,188.8283073,0
172205,48,28,3,M,Single,410.2600858,1
188991,28,8,3,M,Single,512.6005403,1
125911,34,15,3,M,Married,344.3373564,1
138970,22,4,3,F,Married,392.0740512,1
134473,25,7,3,F,Married,191.9748218,0
104939,18,0,3,M,Single,1204.833206,1
186999,38,18,3,F,Married,335.13541,1
143265,36,19,3,M,Married,396.6059963,1
158890,33,12,3,F,Married,582.334854,1
126809,67,47,3,F,Married,41.21404742,0
136896,35,17,3,F,Married,323.8245299,1
116415,33,14,3,F,Single,759.082387,1
113624,26,6,3,M,Married,226.4835305,0
176455,22,3,3,M,Single,1042.843674,1
187192,25,6,3,M,Single,839.6352567,1
179533,61,41,3,M,Married,29.64896138,0
129298,38,18,3,F,Married,227.0946699,0
112512,31,14,3,M,Single,286.2276689,0
194917,18,0,3,M,Married,354.9811613,1
118755,68,51,3,F,Single,125.6315413,0
153760,51,31,3,M,Married,329.3468008,1
190980,19,0,3,F,Married,216.7433355,0
175685,51,31,3,F,Single,346.2398888,1
179421,70,53,3,M,Married,248.7119133,0
141141,61,40,3,F,Married,308.9740656,1
174933,66,48,3,F,Married,151.6493063,0
120582,53,36,3,F,Married,332.9713842,1
159347,16,0,3,M,Married,264.5165731,0
177116,24,7,3,M,Married,499.0346116,1
189647,38,19,3,M,Single,376.7908524,1
191030,63,43,3,F,Single,51.27537893,0
129526,25,7,3,M,Single,981.1059191,1
165809,60,40,3,F,Married,136.8294005,0
135730,27,7,3,M,Married,385.928791,1
137112,61,42,3,M,Single,301.1465293,1
137313,22,5,3,F,Married,275.7064957,0
178149,63,42,3,F,Single,112.5311831,0
129376,60,40,3,F,Single,148.1313416,0
191697,55,37,3,F,Married,315.0349231,1
172014,57,36,3,F,Single,693.2775041,1
135849,69,50,3,M,Single,303.6715788,1
111345,61,44,3,M,Single,249.3815901,0
137161,61,44,3,M,Married,157.8614352,0
170659,27,6,3,F,Single,378.7468718,1
183593,21,3,3,F,Married,203.6651875,0
163645,30,13,3,F,Married,157.4228629,0
188520,70,50,3,M,Married,204.6746092,0
174908,68,47,3,M,Married,271.0117578,0
107732,16,0,3,M,Married,314.6315333,1
176523,32,13,3,F,Single,569.2331006,1
131083,69,50,3,M,Married,37.17637449,0
123277,21,4,3,M,Single,867.8923141,1
133135,19,2,3,M,Married,428.8329385,1
153345,49,31,3,M,Married,395.6705624,1
164982,18,1,3,M,Married,605.9417217,1
192903,25,8,3,M,Married,1053.630447,1
157848,51,31,3,M,Married,264.7459169,0
150235,66,48,3,M,Single,48.87574286,0
152028,48,31,3,M,Single,518.8537848,1
153771,16,0,3,M,Married,214.5116593,0
182223,34,13,3,F,Married,321.3345312,1
159292,18,0,3,F,Married,144.454508,0
164530,17,0,3,M,Married,325.5061273,1
169439,63,42,3,M,Married,241.7116028,0
181725,66,48,3,F,Single,196.504217,0
147833,39,19,3,F,Married,309.0087753,1
193964,20,1,3,F,Single,493.9541163,1
179381,22,4,3,F,Married,433.8649639,1
115194,35,15,3,M,Married,420.7846261,1
132370,39,20,3,F,Married,358.1750534,1
180419,40,20,3,M,Single,299.6729622,0
101018,63,45,3,F,Single,478.4706675,1
146816,22,3,3,M,Married,359.3258172,1
195897,25,7,3,M,Married,229.9060162,0
119640,42,25,3,F,Single,409.0904312,1
130780,55,38,3,M,Single,294.8744195,0
176608,21,3,3,F,Single,292.477184,0
135309,26,7,3,F,Married,426.6371651,1
145754,66,46,3,M,Married,377.3397888,1
120169,68,47,3,M,Married,274.7739139,0
145952,16,0,3,F,Married,318.459411,1
162020,63,43,3,M,Single,200.3485313,0
169959,27,8,3,M,Married,402.1485789,1
157713,49,28,3,M,Single,177.9025636,0
177497,61,42,3,F,Married,42.79730356,0
104653,27,8,3,M,Married,460.2782849,1
179672,70,51,3,M,Married,260.2474794,0
198000,59,39,3,M,Single,268.7853382,0
110371,22,4,3,M,Married,145.0265333,0
168270,16,0,3,M,Single,1083.622202,1
180810,19,1,3,F,Married,410.760981,1
160342,20,1,3,M,Single,861.000057,1
158718,67,50,3,M,Married,58.74199899,0
102373,63,45,3,F,Married,452.3014816,1
182167,58,38,3,M,Married,346.7603534,1
115371,45,27,3,F,Single,665.6410649,1
182401,70,49,3,M,Single,99.22745932,0
178791,16,0,3,F,Single,242.7266242,0
127397,23,5,3,F,Single,349.2956825,1
157859,58,40,3,F,Married,601.7748475,1
191765,47,29,3,F,Married,269.4113554,0
106331,24,7,3,F,Married,360.2741388,1
117129,19,2,3,F,Married,348.5274268,1
170960,27,9,3,F,Single,423.3146269,1
130621,60,43,3,F,Single,219.8676949,0
150504,61,41,3,M,Single,41.55716101,0
191144,16,0,3,F,Married,85.8812279,0
168299,18,0,3,M,Married,278.4743325,0
120883,37,18,3,M,Married,337.4521818,1
111406,17,0,3,M,Single,720.999411,1
108367,54,33,3,M,Single,173.5506182,0
191272,41,20,3,F,Single,372.5168307,1
183604,33,16,3,M,Married,338.5373245,1
140159,36,16,3,M,Single,445.1326713,1
193094,43,26,3,F,Married,338.6659402,1
110498,24,5,3,M,Single,345.9625425,1
191243,25,7,3,M,Married,591.3379236,1
146654,67,50,3,F,Single,68.86972204,0
132198,22,4,3,F,Single,451.471187,1
116100,29,8,3,F,Married,332.1195223,1
114393,28,7,3,F,Married,114.51536,0
157849,40,20,3,F,Married,449.2976957,1
193621,65,45,3,M,Married,211.0550607,0
160356,34,14,3,M,Single,481.4673179,1
112202,44,24,3,F,Single,338.9907365,1
125870,24,7,3,M,Single,859.2409475,1
107210,45,24,3,F,Married,360.2732696,1
177782,17,0,3,M,Single,628.8984778,1
116480,38,21,3,M,Married,370.6445233,1
134255,23,6,3,M,Single,647.1741685,1
188739,46,25,3,F,Married,462.1202654,1
110481,61,41,3,F,Married,200.5344542,0
103549,16,0,3,F,Married,147.6278424,0
128643,42,23,3,F,Married,351.9808591,1
145262,23,6,3,M,Single,1154.024463,1
112870,45,24,3,F,Married,347.7710942,1
132331,27,6,3,F,Single,456.0590024,1
133945,19,1,3,M,Married,463.1103208,1
176566,62,44,3,F,Married,234.9140033,0
108947,34,14,3,F,Single,840.4201906,1
142771,66,48,3,F,Single,227.6529975,0
135679,67,47,3,F,Single,529.5924504,1
131357,65,44,3,F,Married,255.5804782,0
197138,49,31,3,M,Married,203.7829559,0
190669,50,33,3,M,Married,305.856311,1
148923,63,45,3,M,Single,273.2318752,0
173587,23,4,3,M,Married,181.556529,0
125236,17,0,3,F,Married,245.8145155,0
109897,22,5,3,F,Married,414.6055435,1
190864,70,53,3,M,Single,299.026457,0
187221,19,1,3,M,Single,1262.926707,1
197243,61,43,3,F,Married,383.3588336,1
104155,60,41,3,M,Married,116.4824895,0
159733,50,32,3,M,Single,446.8177939,1
164505,63,44,3,F,Married,462.7926885,1
192468,25,7,3,F,Single,413.2305429,1
193323,46,27,3,M,Married,351.9557039,1
146129,53,36,3,M,Single,224.0934193,0
148120,16,0,3,F,Single,475.8312058,1
132046,70,50,3,F,Married,184.4794014,0
180586,43,26,3,M,Single,537.3116014,1
199508,45,26,3,F,Married,404.2840185,1
134067,30,12,3,F,Single,652.7468437,1
150250,25,7,3,F,Single,733.5631324,1
100178,53,33,3,M,Single,488.2703453,1
103000,44,26,3,M,Single,432.3500041,1
147243,63,43,3,M,Married,167.2330632,0
172010,30,9,3,F,Single,708.2050607,1
155539,64,47,3,M,Single,251.5561758,0
153575,49,30,3,M,Married,230.7690082,0
129973,64,44,3,M,Married,27.43700116,0
190848,19,0,3,M,Single,512.7732665,1
104893,26,9,3,M,Single,647.088197,1
146976,62,43,3,F,Married,221.3121444,0
189426,20,1,3,M,Single,980.1310295,1
119010,23,4,3,M,Single,688.7317091,1
115370,60,41,3,M,Married,63.32357383,0
174759,29,8,3,M,Married,380.684214,1
181558,65,48,3,M,Single,389.0980171,1
128905,20,3,3,M,Single,1003.986869,1
135469,28,10,3,F,Single,328.5768603,1
157198,16,0,3,M,Single,489.3780602,1
187115,60,39,3,M,Married,172.0000079,0
115157,64,43,3,M,Single,303.8452258,1
139359,54,35,3,F,Married,392.6819742,1
197144,64,43,3,F,Married,115.8444065,0
178888,64,43,3,M,Single,517.1569153,1
132853,68,49,3,M,Married,263.6322305,0
118826,16,0,3,M,Married,539.0109188,1
181746,66,47,3,F,Single,114.4684687,0
180125,35,18,3,M,Single,545.8582689,1
131861,28,9,3,M,Single,399.0786122,1
110550,19,2,3,M,Single,909.7073767,1
184351,52,31,3,M,Married,419.3280614,1
137950,34,13,3,M,Married,727.2942665,1
101374,66,49,3,F,Married,419.020557,1
101674,17,0,3,F,Married,437.0023845,1
160761,53,36,3,F,Single,208.9619344,0
125215,50,32,3,F,Married,554.7138947,1
158743,21,4,3,M,Married,729.3349608,1
162588,47,28,3,M,Married,215.2018204,0
124527,45,24,3,M,Married,367.2157317,1
135219,25,8,3,F,Married,238.0171747,0
168957,29,9,3,M,Married,430.122261,1
